line,gender
Two thousand souls and twenty thousand ducats,male
Will not debate the question of this straw!,male
"This is th’imposthume of much wealth and peace,",male
"That inward breaks, and shows no cause without",male
"Why the man dies. I humbly thank you, sir.",male
I’ll be with you straight. Go a little before.,male
,male
"How all occasions do inform against me,",male
And spur my dull revenge. What is a man,male
If his chief good and market of his time,male
"Be but to sleep and feed? A beast, no more.",male
"Sure he that made us with such large discourse,",male
"Looking before and after, gave us not",male
That capability and godlike reason,male
To fust in us unus’d. Now whether it be,male
"Bestial oblivion, or some craven scruple",male
"Of thinking too precisely on th’event,—",male
"A thought which, quarter’d, hath but one part wisdom",male
"And ever three parts coward,—I do not know",male
"Why yet I live to say this thing’s to do,",male
"Sith I have cause, and will, and strength, and means",male
"To do’t. Examples gross as earth exhort me,",male
"Witness this army of such mass and charge,",male
"Led by a delicate and tender prince,",male
"Whose spirit, with divine ambition puff’d,",male
"Makes mouths at the invisible event,",male
Exposing what is mortal and unsure,male
"To all that fortune, death, and danger dare,",male
Even for an eggshell. Rightly to be great,male
"Is not to stir without great argument,",male
But greatly to find quarrel in a straw,male
"When honour’s at the stake. How stand I then,",male
"That have a father kill’d, a mother stain’d,",male
"Excitements of my reason and my blood,",male
"And let all sleep, while to my shame I see",male
The imminent death of twenty thousand men,male
"That, for a fantasy and trick of fame,",male
"Go to their graves like beds, fight for a plot",male
"Whereon the numbers cannot try the cause,",male
Which is not tomb enough and continent,male
"To hide the slain? O, from this time forth,",male
My thoughts be bloody or be nothing worth.,male
,male
"Enter Queen, Horatio and a Gentleman.",male
Where is the beauteous Majesty of Denmark?,female
,female
How should I your true love know,female
From another one?,female
By his cockle hat and staff,female
And his sandal shoon.,female
"Say you? Nay, pray you mark.",female
,female
"He is dead and gone, lady,",female
"He is dead and gone,",female
"At his head a grass green turf,",female
At his heels a stone.,female
Pray you mark.,female
,female
White his shroud as the mountain snow.,female
Enter King.,female
,female
Larded all with sweet flowers;,female
Which bewept to the grave did not go,female
With true-love showers.,female
"How do you, pretty lady?",male
"Well, God dild you! They say the owl was a baker’s daughter. Lord, we",female
"know what we are, but know not what we may be. God be at your table!",female
Conceit upon her father.,male
"Pray you, let’s have no words of this; but when they ask you what it",female
"means, say you this:",female
,female
"Tomorrow is Saint Valentine’s day,",female
"All in the morning betime,",female
"And I a maid at your window,",female
To be your Valentine.,female
"Then up he rose and donn’d his clothes,",female
"And dupp’d the chamber door,",female
"Let in the maid, that out a maid",female
Never departed more.,female
Pretty Ophelia!,male
"Indeed la, without an oath, I’ll make an end on’t.",female
,female
"By Gis and by Saint Charity,",female
"Alack, and fie for shame!",female
Young men will do’t if they come to’t;,female
"By Cock, they are to blame.",female
"Quoth she, before you tumbled me,",female
You promis’d me to wed.,female
"So would I ha’ done, by yonder sun,",female
An thou hadst not come to my bed.,female
How long hath she been thus?,male
I hope all will be well. We must be patient. But I cannot choose but,female
"weep, to think they would lay him i’ th’ cold ground. My brother shall",female
"know of it. And so I thank you for your good counsel. Come, my coach!",female
"Good night, ladies; good night, sweet ladies; good night, good night.",female
,female
"Follow her close; give her good watch, I pray you.",male
,male
"O, this is the poison of deep grief; it springs",male
"All from her father’s death. O Gertrude, Gertrude,",male
"When sorrows come, they come not single spies,",male
"But in battalions. First, her father slain;",male
"Next, your son gone; and he most violent author",male
"Of his own just remove; the people muddied,",male
"Thick, and unwholesome in their thoughts and whispers",male
For good Polonius’ death; and we have done but greenly,male
In hugger-mugger to inter him. Poor Ophelia,male
"Divided from herself and her fair judgement,",male
Without the which we are pictures or mere beasts.,male
"Last, and as much containing as all these,",male
"Her brother is in secret come from France,",male
"Feeds on his wonder, keeps himself in clouds,",male
And wants not buzzers to infect his ear,male
"With pestilent speeches of his father’s death,",male
"Wherein necessity, of matter beggar’d,",male
Will nothing stick our person to arraign,male
"In ear and ear. O my dear Gertrude, this,",male
"Like to a murdering piece, in many places",male
Gives me superfluous death.,male
,male
Where are my Switzers? Let them guard the door.,male
Enter a Gentleman.,male
What is the matter?,male
The doors are broke.,male
"Enter Laertes, armed; Danes following.",male
"Where is this king?—Sirs, stand you all without.",male
Danes.,male
"No, let’s come in.",male
"I pray you, give me leave.",male
"I thank you. Keep the door. O thou vile king,",male
Give me my father.,male
That drop of blood that’s calm proclaims me bastard;,male
"Cries cuckold to my father, brands the harlot",male
Even here between the chaste unsmirched brow,male
Of my true mother.,male
"What is the cause, Laertes,",male
That thy rebellion looks so giant-like?—,male
"Let him go, Gertrude. Do not fear our person.",male
"There’s such divinity doth hedge a king,",male
"That treason can but peep to what it would,",male
"Acts little of his will.—Tell me, Laertes,",male
"Why thou art thus incens’d.—Let him go, Gertrude:—",male
"Speak, man.",male
Where is my father?,male
Dead.,male
Let him demand his fill.,male
How came he dead? I’ll not be juggled with.,male
"To hell, allegiance! Vows, to the blackest devil!",male
"Conscience and grace, to the profoundest pit!",male
"I dare damnation. To this point I stand,",male
"That both the worlds, I give to negligence,",male
Let come what comes; only I’ll be reveng’d,male
Most throughly for my father.,male
Who shall stay you?,male
"My will, not all the world.",male
"And for my means, I’ll husband them so well,",male
They shall go far with little.,male
"Good Laertes,",male
If you desire to know the certainty,male
"Of your dear father’s death, is’t writ in your revenge",male
"That, sweepstake, you will draw both friend and foe,",male
Winner and loser?,male
None but his enemies.,male
Will you know them then?,male
To his good friends thus wide I’ll ope my arms;,male
"And, like the kind life-rendering pelican,",male
Repast them with my blood.,male
"Why, now you speak",male
Like a good child and a true gentleman.,male
"That I am guiltless of your father’s death,",male
"And am most sensibly in grief for it,",male
It shall as level to your judgement ’pear,male
As day does to your eye.,male
How now! What noise is that?,male
"Re-enter Ophelia, fantastically dressed with straws and flowers.",male
"O heat, dry up my brains. Tears seven times salt,",male
Burn out the sense and virtue of mine eye.,male
"By heaven, thy madness shall be paid by weight,",male
Till our scale turn the beam. O rose of May!,male
"Dear maid, kind sister, sweet Ophelia!",male
"O heavens, is’t possible a young maid’s wits",male
Should be as mortal as an old man’s life?,male
"Nature is fine in love, and where ’tis fine,",male
It sends some precious instance of itself,male
After the thing it loves.,male
,female
"They bore him barefac’d on the bier,",female
"Hey non nonny, nonny, hey nonny",female
And on his grave rain’d many a tear.—,female
"Fare you well, my dove!",female
"Hadst thou thy wits, and didst persuade revenge,",male
